X,Y,OBJECTID,FIRE_INVESTIGATION_ID,FIRE_INCIDENT_NUMBER,ADDRESS,FIRE_INCIDENT_DATE,INVESTIGATION_DATE,CASE_TYPE,OBJECT_BURNED,DETERMINATION,HAS_INJURIES,HAS_FATALITIES,HAS_EXPOSURES,STATUS_LAST_UPDATED_DATE,COUNCIL_DISTRICT,NEIGHBORHOOD,CITY,ZIP_CODE,STREET_NUMBER,STREET_PREFIX,STREET_NAME,STREET_TYPE,PARCEL_ID,ADDRESS_ID,LONGITUDE,LATITUDE
-83.2070744403706,42.4286154568574,1,7f2fc9fe-5cf1-4a73-8f17-3f642620bcc1,21-0048167,18900 Saint Marys Street,2021/11/24,2021/11/25,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/25,,,Detroit,48235,,,,,22058746.,,-83.2070744403706,42.4286154568574
,,2,8220bdc9-b129-4389-a388-a1ffb396d3fa,21-0048098,Clarita Ave & Braile St,2021/11/24,,Investigation,Vehicle,,,,False,2021/11/25,,,Detroit,48219,,,,,,,,
,,3,4154ff33-9510-49a3-a709-abbce3203fb8,21-0048074,2943 Seven Mile East,2021/11/24,2021/11/30,Investigation,Occupied Commercial,Assessment,,,False,2021/11/24,,,Detroit,48234,,,,,,,,
-83.145873418299,42.4150311072335,4,f89b585d-7c5a-4bf0-89b0-bf860f0a96fc,21-0048101,16820 San Juan Drive,2021/11/24,2021/11/27,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/29,,,Detroit,48221,,,,,16025538.,,-83.145873418299,42.4150311072335
-83.1634855551814,42.3841089469402,5,7a663f20-dd1e-4c93-831c-d4910d2a50c9,21-0047946,13135 Birwood Street,2021/11/23,2021/12/03,Investigation,Vacant Dwelling,Undetermined,,,False,2021/11/23,,,Detroit,48238,,,,,16042689.,,-83.1634855551814,42.3841089469402
-83.0817012189321,42.4250712422009,6,7bb5173b-94aa-44da-a9b0-313e3b245eec,21-0047933,17923 Saint Aubin Street,2021/11/23,2021/11/24,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/25,,,Detroit,48212,,,,,09016060.,,-83.0817012189321,42.4250712422009
-83.1879638849276,42.3708953497987,7,9a17d9a7-1066-4a64-b129-56274350fe3c,21-0047942,11327 Hubbell Avenue,2021/11/23,2021/12/03,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/23,,,Detroit,48227,,,,,22040206.,,-83.1879638849276,42.3708953497987
-83.0313150138762,42.3702084191006,8,da7c6c3a-6863-4732-a995-05a4e209c86f,21-0047931,3551 Theodore Street,2021/11/23,,Investigation,Vehicle,,,,False,2021/11/23,,,Detroit,48211,,,,,13002888.,,-83.0313150138762,42.3702084191006
-82.9511896668065,42.3994814107502,9,35fe0487-2f76-4440-b478-a77007bbffc7,21-0047925,5075 Barham Street,2021/11/22,2021/11/24,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/23,,,Detroit,48224,,,,,21065466.,,-82.9511896668065,42.3994814107502
-83.0936208555483,42.3899807554878,10,571368de-252b-4b93-86a1-1f71e01c754a,21-0047810,750 Burlingame Street,2021/11/22,2021/11/22,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/22,,,Detroit,48202,,,,,04003070.,,-83.0936208555483,42.3899807554878
-83.171369083022,42.3925652069684,11,a6d1e602-cbda-46be-b706-cabc429fa2a8,21-0047915,14271 Steel Street,2021/11/22,,Investigation,Vehicle,,,,False,2021/11/23,,,Detroit,48227,,,,,22022962.,,-83.171369083022,42.3925652069684
,,12,c9612d89-5e68-47e9-be2e-c7daf9d94fcf,21-0047802,Alter Rd & E Warren Ave,2021/11/22,,Investigation,Vehicle,,,,False,2021/11/23,,,Detroit,48224,,,,,,,,
,,13,8f8ad6c2-917c-41a6-af39-5bd9f686eb80,21-0047803,4298 Marlborough Street,2021/11/22,2021/11/27,Investigation,School,Assessment,,,False,2021/11/22,,,Detroit,48215,,,,,,,,
-83.217060367641,42.4332418573611,14,98382be5-b30b-4af7-b99f-b84bae620a92,21-0047876,19360 Archdale Street,2021/11/22,2021/11/22,Fatal,Occupied Dwelling,Accidental,,True,False,2021/11/23,,,Detroit,48235,,,,,22071460.,,-83.217060367641,42.4332418573611
-83.0200981056749,42.3878407704608,15,180ca8e7-6108-4e5a-a033-b40ce2b0c1cc,21-0047744,8045 Walbridge Street,2021/11/21,2021/11/24,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/22,,,Detroit,48213,,,,,17001143.,,-83.0200981056749,42.3878407704608
-83.102567455626,42.373495085822,16,24fc0988-b06e-4cb6-be5f-0a3cd8587375,21-0047678,2224 Hazelwood Street,2021/11/21,2021/12/01,Investigation,Vacant Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48206,,,,,10002256.,,-83.102567455626,42.373495085822
-82.9707217967681,42.4269479985448,17,960ba146-4369-4ac9-a0ed-048f6ce4348c,21-0047672,14696 Seymour Street,2021/11/21,2021/11/24,Investigation,Vacant Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48205,,,,,21016908.,,-82.9707217967681,42.4269479985448
-83.0941079369656,42.3656893115955,18,2aeb5d88-4c32-4d06-baac-d01f86fa2f86,21-0047716,7536 Dunedin Street,2021/11/21,2021/11/21,Investigation,Occupied Commercial,Incendiary,,,False,2022/02/23,,,Detroit,48206,,,,,08009114.,,-83.0941079369656,42.3656893115955
-82.9422429980481,42.4275825710122,19,6119ea29-63d8-4de0-9a21-dbf48f3815e1,21-0047547,11645 Nottingham Road,2021/11/20,2021/11/20,Investigation,Vehicle,Incendiary,,,False,2021/12/20,,,Detroit,48224,,,,,21066678.007,,-82.9422429980481,42.4275825710122
-82.9172452601357,42.4069084219091,20,9adc513d-16b8-450d-8e49-fcf1985744ef,21-0047471,4528 Farmbrook Street,2021/11/20,2021/11/27,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48224,,,,,21077976.,,-82.9172452601357,42.4069084219091
-83.0197854374523,42.4150856254338,21,3190d106-9c35-4e18-9445-d247cc7e7e94,21-0047461,8217 Forestlawn Street,2021/11/20,2021/11/20,Fatal,Vehicle,Incendiary,,True,False,2021/11/20,,,Detroit,48234,,,,,17003777.,,-83.0197854374523,42.4150856254338
-83.1027840873022,42.3096739872886,22,a35fcb24-6ba4-4b88-ad3f-40efc1b2f519,21-0047597,1007 Military Street,2021/11/20,2021/11/24,Investigation,Garage,Incendiary,,,False,2021/11/22,,,Detroit,48209,,,,,16016467.,,-83.1027840873022,42.3096739872886
-83.112706626856,42.4201355818421,23,63aeddae-fdd4-4286-ac02-6eaa9c3c02b1,21-0047488,731 Covington Drive,2021/11/20,2021/11/20,Investigation,Occupied Commercial,Undetermined,,,False,2021/11/20,,,Detroit,48203,,,,,02002627.,,-83.112706626856,42.4201355818421
-83.2460924680189,42.4281058403577,24,94c514f7-edce-4eca-8a5d-9e0d1040af77,21-0047565,18976 Braile Street,2021/11/20,2021/11/26,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48219,,,,,22105405.,,-83.2460924680189,42.4281058403577
-82.9564435827101,42.407692717307,25,cded068d-89bd-49a9-a4d9-997f503d45a9,21-0047444,15300 Evanston Street,2021/11/19,2021/11/24,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48224,,,,,21004925.,,-82.9564435827101,42.407692717307
,,26,f603de94-bfec-4089-b606-98f50d1bc4ab,21-0047434,18407 Hamburg Street,2021/11/19,2021/11/24,Investigation,Vacant Dwelling,Undetermined,,,False,2021/11/22,,,Detroit,48205,,,,,,,,
-83.1491350124054,42.4326531841563,27,c08f1275-44ea-4997-8982-7fcd385aab4e,21-0047450,19180 Santa Barbara Drive,2021/11/19,2021/12/01,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/22,,,Detroit,48221,,,,,16027653.,,-83.1491350124054,42.4326531841563
-83.1611340115836,42.4278967234549,28,0f340aee-9523-4ad2-95ad-541beb8ae69a,21-0047354,18603 Wyoming Avenue,2021/11/19,2021/11/19,Investigation,Occupied Commercial,Incendiary,,,False,2021/11/19,,,Detroit,48221,,,,,16038135-6,,-83.1611340115836,42.4278967234549
-83.1861229677506,42.3806388263404,29,9991d9e6-23b0-4ed4-b4ab-8d42045349bc,21-0047394,12633 Mark Twain Street,2021/11/19,2021/12/01,Investigation,Vacant Dwelling,Accidental,,,False,2021/11/22,,,Detroit,48227,,,,,22037433.002L,,-83.1861229677506,42.3806388263404
-82.9667251794724,42.4181249272151,30,6e2d5a02-94d9-42d0-a7c1-0c902facd349,21-0047345,14926 Glenfield Avenue,2021/11/19,2021/11/24,Investigation,Vehicle,Incendiary,,,False,2021/11/19,,,Detroit,48213,,,,,21010384.,,-82.9667251794724,42.4181249272151
-83.1676427416576,42.4045083927885,31,b5710efe-eb8c-4c75-9036-767019bf36a5,21-0047205,15425 Monte Vista Street,2021/11/18,2021/11/18,Investigation,Vehicle,Incendiary,,,False,2021/11/18,,,Detroit,48238,,,,,16045050.,,-83.1676427416576,42.4045083927885
,,32,fe68ed12-0dad-436e-90d1-28d62e4bcf24,21-0047210,3901 Saint Antoine,2021/11/18,,Investigation,Vehicle,,,,False,2021/11/22,,,Detroit,48201,,,,,,,,
-82.9941772058392,42.4407946720592,33,a94bb268-3b2f-4cb9-a3e7-0ad6bb3557e2,21-0047202,19725 Goulburn Avenue,2021/11/18,2021/11/19,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/18,,,Detroit,48205,,,,,21032320.,,-82.9941772058392,42.4407946720592
-83.0717184734063,42.4458899807511,34,674c1e95-47ca-4135-9f68-36e8b6e7c59d,210047285,20450 Charest Street,2021/11/18,2021/11/18,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/19,,,Detroit,48234,,,,,13023590.,,-83.0717184734063,42.4458899807511
-83.2187290248873,42.4352550768786,35,d5bae769-7b50-4b2e-b75d-590bb4b1e416,21-0047217,19511 Fenmore Street,2021/11/18,2021/11/26,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/19,,,Detroit,48235,,,,,22072548.,,-83.2187290248873,42.4352550768786
-83.2003030993095,42.3745328384273,36,c993b24b-ed5f-4d34-a9a6-3c2cd56929ca,21-0047212,11737 Montrose Street,2021/11/18,2021/11/18,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/18,,,Detroit,48227,,,,,22053307.,,-83.2003030993095,42.3745328384273
-83.2420444260509,42.3721804356414,37,ea60f671-988f-4175-ba3c-bd92172a75fa,21-0047326,20522 Plymouth Road,2021/11/18,2021/12/01,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/19,,,Detroit,48228,,,,,22005582.,,-83.2420444260509,42.3721804356414
,,38,bbe67f66-113a-453d-9a47-23fbf7ae4bf5,21-0047066,6699 Grandville Avenue,2021/11/17,2021/12/15,Investigation,Vehicle,Incendiary,,,False,2021/11/17,,,Detroit,48228,,,,,,,,
-83.1421670950802,42.3642790813171,39,ee45b0e0-4261-4764-b9ab-b420988e9850,21-0047179,9321 Burnette Street,2021/11/17,2021/11/30,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/18,,,Detroit,48204,,,,,16022376-7,,-83.1421670950802,42.3642790813171
-83.0113376203348,42.4283450286792,40,fdd51341-4630-49ce-8615-1ebd47ab5d96,21-0047110,18082 Gruebner Avenue,2021/11/17,2021/11/19,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/18,,,Detroit,48234,,,,,17015854.,,-83.0113376203348,42.4283450286792
-83.2152589574413,42.3690902845666,41,ece480b7-0664-411c-b79f-59be36fda3d8,21-0047095,10004 Archdale Street,2021/11/17,2021/11/20,Investigation,Vacant Dwelling,Incendiary,,,False,2021/11/18,,,Detroit,48227,,,,,22071026-7,,-83.2152589574413,42.3690902845666
-83.142071548851,42.3475215025672,42,d348db69-9a55-4e2f-9378-3d273766216b,21-0047070,7415 Wykes Street,2021/11/17,2021/11/30,Investigation,Vacant Dwelling,Assessment,,,False,2021/11/17,,,Detroit,48210,,,,,18013415.,,-83.142071548851,42.3475215025672
-83.2752780589226,42.4345429274928,43,f2ce528c-4407-4619-b03a-0f86a7ab1ea2,21-0047056,19684 Riverview Street,2021/11/16,2021/12/03,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/17,,,Detroit,48219,,,,,22121923.023,,-83.2752780589226,42.4345429274928
-83.1498605977346,42.3388122385994,44,efe5fcbd-37b4-488b-a5f1-438b0d1af599,21-0047025,8152 Dayton Street,2021/11/16,2021/11/17,Investigation,Vehicle,Incendiary,,,False,2021/11/17,,,Detroit,48210,,,,,20009880.,,-83.1498605977346,42.3388122385994
,,45,6e4574b9-f077-45a6-8533-42cdf0a2f4c6,21-0046966,3810 Outer Drive West,2021/11/16,2021/11/16,Fatal,Occupied Dwelling,Accidental,,True,False,2021/11/17,,,Detroit,48221,,,,,,,,
-83.0090617727208,42.3852805942182,46,b2864ac8-ff75-4127-a77f-9f7efaf22147,21-0046997,5806 Crane Street,2021/11/16,2021/11/17,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/17,,,Detroit,48213,,,,,19009864.,,-83.0090617727208,42.3852805942182
-83.1352162757795,42.402209165937,47,4a5f805d-5dfa-450d-8636-454099c8a558,21-0047035,15106 Dexter Avenue,2021/11/16,2021/11/30,Investigation,Vacant Dwelling,Accidental,,,False,2021/12/01,,,Detroit,48238,,,,,12010628.,,-83.1352162757795,42.402209165937
,,48,78619dda-57b0-4eb8-bb4f-3936bf631423,21-0047032,830 Merton Road,2021/11/16,2021/12/01,Investigation,Vacant Dwelling,Undetermined,,,False,2021/11/17,,,Detroit,48203,,,,,,,,
,,49,f5f7c0f7-de79-4f4d-8d77-d6f152798053,21-0046920,4410 51st Street,2021/11/16,2021/11/17,Investigation,Vehicle,Incendiary,,,False,2021/11/16,,,Detroit,48210,,,,,,,,
-83.1810492476535,42.4035073617449,50,fb8f1b15-a491-4ed9-a077-52c001ec2837,21-0047016,15384 Lesure Street,2021/11/16,2021/11/19,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/17,,,Detroit,48227,,,,,22032650.,,-83.1810492476535,42.4035073617449
,,51,ce569620-9437-4110-9977-0b128bd3a20d,21-0048476,8299 Burdeno Street,2021/11/16,2021/11/25,Investigation,Vehicle,Incendiary,,,False,2021/11/26,,,Detroit,48209,,,,,,,,
-83.1106034831446,42.3901896023227,52,a02ee299-30be-409f-8d04-cc02465ca273,21-0046760,1970 Highland Street,2021/11/15,2021/11/16,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/16,,,Detroit,48206,,,,,08003960.,,-83.1106034831446,42.3901896023227
-83.0245820067497,42.4346358563613,53,8fb9733a-e50e-43d8-a429-d9b9d925f842,21-0046894,19141 Van Dyke Avenue,2021/11/15,2021/11/19,Investigation,Occupied Commercial,Assessment,,,False,2021/11/16,,,Detroit,48234,,,,,15005325-6,,-83.0245820067497,42.4346358563613
-83.0031820085352,42.3953025526735,54,98fc5be5-b841-4069-bf10-b1f4d5723c29,21-0046779,10111 Sterritt Street,2021/11/15,2021/11/17,Investigation,Vacant Dwelling,Undetermined,,,False,2021/11/16,,,Detroit,48213,,,,,19002081.,,-83.0031820085352,42.3953025526735
-83.2138174170576,42.3970845826132,55,13092e91-da82-4d9b-b6a1-cbebac0b7c16,21-0046874,17045 Grand River Avenue,2021/11/15,2021/12/01,Investigation,School,Assessment,,,False,2021/11/16,,,Detroit,48227,,,,,22007190.,,-83.2138174170576,42.3970845826132
-83.1780066320407,42.4073391768263,56,6379d1cd-df4b-44f0-af37-42c0daa275e0,21-0046900,15790 Hartwell Street,2021/11/15,2021/11/16,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/16,,,Detroit,48227,,,,,22028719.,,-83.1780066320407,42.4073391768263
-82.9906614251916,42.427331719982,57,d8118d40-6fac-4220-97d2-8e62eb998e5a,21-0046673,13026 Greiner Street,2021/11/14,2021/11/24,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/16,,,Detroit,48205,,,,,21020348.,,-82.9906614251916,42.427331719982
-83.2240346631557,42.3584823769049,58,9ded93f8-895b-420c-b824-243f56160bd7,21-0046709,8843 Brace Street,2021/11/14,,Investigation,Vehicle,,,,False,2021/11/15,,,Detroit,48228,,,,,22081149.,,-83.2240346631557,42.3584823769049
-83.2373827340728,42.3375152246843,59,a0e349c4-4b5f-4c10-a72d-b16545aee1bc,21-0046733,6422 Heyden,2021/11/14,2021/11/18,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/15,,,Detroit,48228,,,,,22098730.,,-83.2373827340728,42.3375152246843
-83.1900673375951,42.4003332928364,60,fbb335e8-d0fd-45f5-a211-3fe82f988727,21-0046672,15055 Hubbell Avenue,2021/11/14,2021/11/14,Investigation,School,Undetermined,,,False,2021/11/14,,,Detroit,48227,,,,,22040004.,,-83.1900673375951,42.4003332928364
-83.2294742732679,42.3407980487556,61,8eaf57af-5b15-4533-a0db-18ba4a02c67b,21-0046681,6781 Grandville Avenue,2021/11/14,,Investigation,Vehicle,,,,False,2021/11/18,,,Detroit,48228,,,,,22089032.,,-83.2294742732679,42.3407980487556
-83.0696512666012,42.4469031654302,62,69944f3c-5b76-462d-acd0-13fa0fea4027,21-0046739,3500 East 8 Mile Road,2021/11/14,2021/11/15,Fatal,Vehicle,Accidental,,True,False,2021/11/15,,,Detroit,48234,,,,,13009177-87,,-83.0696512666012,42.4469031654302
-83.1425107707645,42.4001722603952,63,cadf5d6a-8a40-4487-a07a-511844e37ff8,21-0046718,7103 Chalfonte Street,2021/11/14,2021/11/16,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/15,,,Detroit,48238,,,,,16006003.,,-83.1425107707645,42.4001722603952
-82.9864867878998,42.4126664867437,64,02566de2-4f7e-4838-8846-6e60f96f5d0a,21-0046444,12350 Glenfield Avenue,2021/11/13,2021/11/13,Investigation,Vehicle,Incendiary,,,False,2021/11/13,,,Detroit,48213,,,,,21010512.,,-82.9864867878998,42.4126664867437
-83.1125952816447,42.3055470019432,65,07a39a0d-9f7b-493c-99c3-2d4989d9cdd0,21-0046451,7016 West Lafayette Boulevard,2021/11/13,,Investigation,Vehicle,,,,False,2021/11/18,,,Detroit,48209,,,,,18000570.,,-83.1125952816447,42.3055470019432
-83.0472118767197,42.372632808971,66,b93d5de4-2fad-4f20-ad68-c71c19439f62,21-0046487,2225 Medbury Street,2021/11/13,2021/11/15,Investigation,Occupied Commercial,Assessment,,,False,2021/11/15,,,Detroit,48211,,,,,09002839.,,-83.0472118767197,42.372632808971
-82.9949401082074,42.4234851104632,67,a1f89bc9-9d44-49e9-82d8-2d4f7c4e32a8,21-0046517,12635 East McNichols Road,2021/11/13,2021/11/15,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/15,,,Detroit,48205,,,,,21020253-4,,-82.9949401082074,42.4234851104632
-82.9864867878998,42.4126664867437,68,fedbec54-5c74-4da8-a123-49ea5ae143b4,21-0046442,12350 Glenfield Avenue,2021/11/13,2021/11/13,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/13,,,Detroit,48213,,,,,21010512.,,-82.9864867878998,42.4126664867437
-83.1311553665966,42.3618554142998,69,e335b310-ed65-4053-bf11-7de17056ec4b,21-0046404,8916 Dailey Court,2021/11/12,2021/12/04,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/13,,,Detroit,48204,,,,,16003964-6,,-83.1311553665966,42.3618554142998
,,70,3a20e985-82ab-4173-8a9f-5a36685b0274,21-0046292,9698 Woodside Street,2021/11/12,2021/11/14,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/13,,,Detroit,48204,,,,,,,,
-83.1278005887703,42.3121968427574,71,062ffc64-adf6-4420-936b-dce8727dbb1e,21-0046291,2356 Carson Street,2021/11/12,2021/11/15,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/16,,,Detroit,48209,,,,,20007076-7,,-83.1278005887703,42.3121968427574
-83.1293660750109,42.3880144442512,72,f45c8539-b31f-4c56-861f-27534f61d650,21-0046316,13100 Dexter Avenue,2021/11/12,,Investigation,Vehicle,,,,False,2021/11/18,,,Detroit,48238,,,,,12010558.,,-83.1293660750109,42.3880144442512
-83.1682293718405,42.3836456587253,73,191e5bf8-c496-4ff2-9b61-4d455d00b5ff,21-0046274,13110 Meyers Road,2021/11/12,2021/11/13,Investigation,Vacant Dwelling,Undetermined,,,False,2021/11/12,,,Detroit,48227,,,,,16045896.,,-83.1682293718405,42.3836456587253
-83.2025741275052,42.4184162062614,74,20e19089-5d7b-4a98-bf2d-4f81210124d2,21-0046401,17345 Forrer Street,2021/11/12,2021/11/13,Investigation,Vehicle,Incendiary,,,False,2021/11/13,,,Detroit,48235,,,,,22054349.,,-83.2025741275052,42.4184162062614
-82.9687658078814,42.3983611801422,75,e9c97fe9-2c2b-4c7b-91c2-21979d172acf,21-0046366,13139 Chandler Park Drive,2021/11/12,2021/11/13,Investigation,Occupied Commercial,Incendiary,,,False,2021/11/13,,,Detroit,48213,,,,,21009317.,,-82.9687658078814,42.3983611801422
-83.0080758433317,42.4225386272752,76,2d1858d2-4fed-4ccb-b4ef-1ddf59b76f5f,21-0046284,17327 Teppert Street,2021/11/12,2021/11/25,Investigation,Vehicle,Assessment,,,False,2021/11/12,,,Detroit,48234,,,,,17015207.,,-83.0080758433317,42.4225386272752
,,77,d9fea8aa-8e75-4ce0-8ac9-894808348d40,,5549 Elijah Mc Coy Drive,2021/11/12,2021/11/12,Non-Fire,Occupied Dwelling,Incendiary,,,False,2021/11/13,,,Detroit,48202,,,,,,,,
-83.2747040206276,42.3887147004974,78,e21d76db-43cb-45d3-a689-b3df3907a921,21-0046344,14240 Dale Street,2021/11/12,2021/11/12,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/13,,,Detroit,48223,,,,,22122060-2,,-83.2747040206276,42.3887147004974
-83.1462481149273,42.2746810828661,79,fc9c1366-d4fd-461d-8ce4-0a0698d6e57e,21-0046257,1649 South Ethel Street,2021/11/11,2021/11/12,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/12,,,Detroit,48217,,,,,20011602.,,-83.1462481149273,42.2746810828661
-83.1345864056587,42.4021278522809,80,c82948b2-30a7-4eb2-bbc6-0cf6aab56bb9,21-0046132,15099 Fairfield Street,2021/11/11,2021/11/13,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/12,,,Detroit,48238,,,,,12012217.,,-83.1345864056587,42.4021278522809
-83.00899060183,42.3624583919808,81,716eff80-50c9-4c4b-a6b0-f02df7e81168,21-0046252,3009 Sheridan Street,2021/11/11,2021/11/30,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/18,,,Detroit,48214,,,,,17013328.,,-83.00899060183,42.3624583919808
-82.9206654874722,42.4219959440865,82,8e55eea5-f768-4348-81a1-7eff8cf9c3c2,21-0046149,19135 Berden Street,2021/11/11,,Investigation,Vehicle,,,,False,2021/11/12,,,Detroit,48236,,,,,21003089.,,-82.9206654874722,42.4219959440865
-82.9903279368338,42.3813142968454,83,1ef04995-b5c3-4333-88b3-083ca5be3b78,21-0046138,4504 Saint Clair Street,2021/11/11,2021/11/13,Investigation,Vacant Dwelling,Assessment,,,False,2021/11/12,,,Detroit,48214,,,,,21038656.,,-82.9903279368338,42.3813142968454
-83.1496886999777,42.3571445083079,84,18bd21ec-7936-4c2d-884f-049507176d34,21-0045971,8522 Roselawn Street,2021/11/10,2021/11/13,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/10,,,Detroit,48204,,,,,18014128.,,-83.1496886999777,42.3571445083079
-82.9451296848408,42.4326003666613,85,6087c984-878b-49bd-a3a5-5f3cacb3c042,21-0046015,19155 McCormick Street,2021/11/10,2021/11/20,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/11,,,Detroit,48224,,,,,21080014.,,-82.9451296848408,42.4326003666613
-83.0068127994824,42.385743490901,86,0890b235-84c7-4f1e-acf9-605dcbf2a1ec,21-0046098,5777 Holcomb Avenue,2021/11/10,2021/11/10,Investigation,Garage,Incendiary,,,False,2021/11/11,,,Detroit,48213,,,,,19008580.,,-83.0068127994824,42.385743490901
-82.9753071880793,42.419581167931,87,b623699d-e170-4111-a1e9-f653d7417458,21-0045975,14296 Jane Avenue,2021/11/10,2021/11/10,Investigation,Occupied Dwelling,Incendiary,,,False,2021/11/10,,,Detroit,48205,,,,,21011688.002,,-82.9753071880793,42.419581167931
-83.0876444045368,42.3925536069716,88,ed3f8aca-4fdf-4da9-838c-70e53bd52705,21-0045952,11626 Woodward Avenue,2021/11/09,2021/12/31,Investigation,Occupied Commercial,Undetermined,,,False,2021/11/10,,,Detroit,48202,,,,,01004380-1,,-83.0876444045368,42.3925536069716
,,89,2b77f8b4-a3fa-467f-8033-2d6fe0d2d110,21-0045844,E McNichols Rd & Racine St,2021/11/09,,Investigation,Vehicle,,,,False,2021/11/09,,,Detroit,48205,,,,,,,,
-83.1555282206483,42.3724508213609,90,0298b884-24f0-4682-bdb0-72858e30fbbd,21-0045958,11429 Wisconsin Street,2021/11/09,,Investigation,Vehicle,,,,False,2021/11/10,,,Detroit,48204,,,,,18015391.,,-83.1555282206483,42.3724508213609
-83.2319247699943,42.3425915217992,91,4639460e-fa53-45ba-9dcb-48a83864a544,21-0045888,6915 Minock Street,2021/11/09,2021/11/19,Investigation,Vacant Dwelling,Incendiary,,,False,2021/11/10,,,Detroit,48228,,,,,22091590.,,-83.2319247699943,42.3425915217992
-83.0211810972417,42.3564363421141,92,fc283c79-d220-4044-9ed4-80570cc2e5b4,21-0045841,3611 Charlevoix Street,2021/11/09,2021/11/09,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/09,,,Detroit,48207,,,,,13001069.,,-83.0211810972417,42.3564363421141
-83.1221597800502,42.4167497814227,93,51c48f9f-69d7-442a-83a3-3916b7e5b75a,21-0045731,17001 Log Cabin Street,2021/11/08,2021/11/09,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/09,,,Detroit,48203,,,,,08009551.,,-83.1221597800502,42.4167497814227
-83.1826775033794,42.4217136858099,94,1ba3803e-f7ef-4d73-ae84-0f0f309580e3,21-0045732,17597 Lesure Street,2021/11/08,2021/11/09,Investigation,Occupied Dwelling,Accidental,,,False,2021/11/10,,,Detroit,48235,,,,,22033083.,,-83.1826775033794,42.4217136858099
,,95,928c572a-9214-4cb8-af2c-0ae6d25ee609,21-0045654,French Rd & Nuernberg St,2021/11/08,2021/11/09,Investigation,Vehicle,Incendiary,,,False,2021/11/08,,,Detroit,48213,,,,,,,,
-83.0772202857969,42.4291095014064,96,f78df7c1-c1c9-4db4-8aa8-907071816e02,21-0045814,18551 Mackay Street,2021/11/08,2021/11/10,Investigation,Occupied Dwelling,Undetermined,,,False,2021/11/09,,,Detroit,48234,,,,,09013263.,,-83.0772202857969,42.4291095014064
,,97,036572af-d076-4405-a7cb-9bcb2d528d91,21-0046843,Burlingame St & 14th St,2021/11/08,2021/11/15,Investigation,Vehicle,Incendiary,,,False,2021/11/15,,,Detroit,48206,,,,,,,,
-83.1816130428477,42.4053309143012,98,55909d83-3e9d-4d07-8f2b-cfb1f5f7bce6,21-0045514,15503 Lesure Street,2021/11/07,2021/11/10,Investigation,Vacant Dwelling,Incendiary,,,False,2021/11/08,,,Detroit,48227,,,,,22033195.,,-83.1816130428477,42.4053309143012
-83.1203719491662,42.3504083754299,99,6bb4a40e-d449-4171-b7bd-81d281565b51,21-0045625,6337 Whitewood Street,2021/11/07,2021/11/14,Investigation,Occupied Dwelling,Assessment,,,False,2021/11/08,,,Detroit,48210,,,,,16011666.,,-83.1203719491662,42.3504083754299
,,100,1c5c297f-f87a-4657-8881-04a0eb825afa,21-0047414,Helen St & Savage Ave,2021/11/07,2021/11/19,Investigation,Vehicle,Incendiary,,,False,2021/11/20,,,Detroit,48234,,,,,,,,
